_id,X,Y,FID,Name_of_Sc,Level_,Status,SchSponsor,Type1,Type2,Type3,PupilTeach,ClassrmRat,ToiletRati,No_Classrm,BoysToilet,GirlsToilet,TeachersTo,TotalToile,TotalBoys,TotalGirls,TotalEnrol,GO_KTSC_M,GOK_TSC_F,authorityM,authorityF,PTA_BOG_M,PTA_BOG_F,OthersM,OthersF,NoTeaching,NonTeachin,Province,District,Division,Location,Costituenc,Latitude,Longitude
11489,34.93,0.89,11489,KIMININI PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY & BOARDING,INTEGRATED,36.7,63.7,75.6,19,6,10,2,0,0,0,1210,6,27,0,0,0,0,0,0,4,4,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.89,34.93
11490,35.84,-0.23,11490,BOROR PRIMARY,PRIMARY SCHOOL,PUBLIC,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,45.9,61.2,34.4,9,4,12,2,0,0,0,551,6,6,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,RONGAI,RONGAI,BOROR,-0.23,35.84
11491,35.98,-0.53,11491,CHORWET PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,43.8,43.8,31.8,8,5,6,1,0,0,0,350,5,3,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,MAUCHE,MOLO,MAUCHE,-0.53,35.98
11492,34.93,0.88,11492,PATHFINDER ACADEMY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL/ORGANIZATION,MIXED,DAY ONLY,ORDINARY,19.4,77.7,38.8,3,2,4,2,0,0,0,233,0,0,0,0,0,0,8,4,4,1,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.88,34.93
11493,35.83,-0.22,11493,LELECHWET PRIMARY,PRIMARY SCHOOL,PUBLIC,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,52.1,58.6,67,8,2,5,2,0,0,0,469,6,3,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,RONGAI,RONGAI,BOROR,-0.22,35.83
11494,36.01,-0.6,11494,MAU NAROK PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,55.2,55.2,62.1,18,8,8,6,0,0,0,993,11,7,0,0,0,0,0,0,1,1,RIFT VALLEY,NAKURU,MAU-NAROK,MOLO,MAU-NAROK,-0.6,36.01
11495,34.93,0.87,11495,NYAMIRA PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,41.2,53.5,53.5,10,6,4,2,0,0,0,535,5,8,0,0,0,0,0,0,1,1,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.87,34.93
11496,35.83,-0.24,11496,MATUIKU PRIMARY,PRIMARY SCHOOL,PUBLIC,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,57.9,33.8,33.8,12,4,8,2,0,0,0,405,6,1,0,0,0,0,0,0,1,1,RIFT VALLEY,NAKURU,RONGAI,RONGAI,BOROR,-0.24,35.83
11497,36.03,-0.63,11497,GATIMU PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,97.2,62.5,38,14,12,11,4,0,0,0,875,7,2,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,MAU-NAROK,MOLO,MAU-NAROK,-0.63,36.03
11498,34.93,0.89,11498,KIMININI ANGELS ACADEMY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL/ORGANIZATION,MIXED,DAY & BOARDING,ORDINARY,25.1,37.6,50.2,8,3,3,3,0,0,0,301,0,0,0,0,0,0,7,5,5,2,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.89,34.93
11499,35.95,-0.66,11499,MAJI MINGI PRIMARY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,53.1,59.8,47.8,8,5,5,2,0,0,0,478,9,0,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,MAU-NAROK,MOLO,MAU-NAROK,-0.66,35.95
11500,35.83,-0.11,11500,THIRANDU PRIMARY,PRIMARY SCHOOL,PUBLIC,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,45.1,56.4,45.1,8,5,5,2,0,0,0,451,7,3,0,0,0,0,0,0,0,0,RIFT VALLEY,NAKURU,RONGAI,RONGAI,RONGAI,-0.11,35.83
11501,34.94,0.88,11501,MITOTO PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,30.7,40.9,92.1,18,4,4,2,0,0,0,737,8,16,0,0,0,0,0,0,1,2,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.88,34.94
11502,35.99,-0.63,11502,NGWATANIRO PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,64.3,64.3,29,18,16,24,2,0,0,0,1158,10,8,0,0,0,0,0,0,1,1,RIFT VALLEY,NAKURU,MAU-NAROK,MOLO,MAU-NAROK,-0.63,35.99
11503,35.8,-0.1,11503,KANDUTURA PRIMARY,PRIMARY SCHOOL,PUBLIC,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,50.4,45.4,22.7,10,12,8,2,0,0,0,454,7,2,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,RONGAI,RONGAI,RONGAI,-0.1,35.8
11504,35.99,-0.63,11504,AMIND VISION PRIMARY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,17,17,8.5,2,2,2,1,0,0,0,34,0,0,0,0,0,0,1,1,1,2,RIFT VALLEY,NAKURU,MAU-NAROK,MOLO,MAU-NAROK,-0.63,35.99
11505,34.96,0.88,11505,KIMININI SUNSHINE ACA,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL/ORGANIZATION,MIXED,DAY ONLY,ORDINARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.88,34.96
11506,34.91,0.91,11506,NAMAWANGA PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,39.9,35.2,37.4,17,8,8,3,0,0,0,599,5,10,0,0,0,0,0,0,2,2,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.91,34.91
11507,36.01,-0.6,11507,CHIEF IAN PRIMARY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,0,5.5,7.3,8,3,3,1,0,0,0,44,0,0,0,0,0,0,0,0,0,0,RIFT VALLEY,NAKURU,MAU-NAROK,MOLO,MAU-NAROK,-0.6,36.01
11508,36.01,-0.6,11508,CORNERIOUS PRIMARY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,0,9,18,4,1,1,2,0,0,0,36,0,0,0,0,0,0,0,0,0,0,RIFT VALLEY,NAKURU,MAU-NAROK,MOLO,MAU-NAROK,-0.6,36.01
11509,34.91,0.93,11509,NABISWA PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,38,50.7,45.6,9,5,5,1,0,0,0,456,8,4,0,0,0,0,0,0,1,0,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.93,34.91
11510,36.01,-0.6,11510,MUKUNGUGU PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,65.7,70.1,61.8,15,7,10,2,0,0,0,1051,10,6,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,MAU-NAROK,MOLO,MAU-NAROK,-0.6,36.01
11511,34.9,0.93,11511,LULU F. ACADEMY,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,0,3.8,3.8,4,2,2,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.93,34.9
11512,34.92,0.9,11512,MASABA BRILLANT ACADEMY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL/ORGANIZATION,MIXED,DAY ONLY,ORDINARY,15.4,18,27,6,2,2,2,0,0,0,108,0,0,0,0,0,0,5,2,4,2,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.9,34.92
11513,36,-0.6,11513,GRACE MOUNT PRIMARY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,10.9,10.9,19,7,2,2,2,0,0,0,76,0,0,0,0,0,0,3,4,2,0,RIFT VALLEY,NAKURU,MAU-NAROK,MOLO,MAU-NAROK,-0.6,36
11514,36,-0.59,11514,UTALII PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,66.4,60.8,56.2,12,5,8,2,0,0,0,730,6,5,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,MAU-NAROK,MOLO,MAU-NAROK,-0.59,36
11515,34.92,0.9,11515,MASABA PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,INTEGRATED,48.7,88.3,70.6,16,6,14,4,0,0,0,1412,10,19,0,0,0,0,0,0,2,1,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.9,34.92
11516,34.92,0.89,11516,ST. ANNES ACADEMY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL/ORGANIZATION,MIXED,DAY ONLY,ORDINARY,0,8,20,10,2,2,1,0,0,0,80,0,0,0,0,0,0,0,0,4,2,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.89,34.92
11517,34.9,0.89,11517,MILELEE PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,0,55.9,48,18,13,8,3,0,0,0,1007,0,0,0,0,0,0,0,0,2,1,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.89,34.9
11518,34.88,0.91,11518,NYASI PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,53.8,71.7,86,12,2,8,2,0,0,0,860,12,4,0,0,0,0,0,0,2,1,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.91,34.88
11519,34.87,0.89,11519,NABUNGA S.A PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,66,66,45.4,11,8,8,2,0,0,0,726,9,2,0,0,0,0,0,0,2,1,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.89,34.87
11520,36.14,-0.28,11520,SOUJANAARS PRIMARY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,19.5,13,19.5,3,1,1,1,0,0,0,39,0,0,0,0,0,0,2,0,1,1,RIFT VALLEY,NAKURU,BAHATI,SUBUKIA,LANET,-0.28,36.14
11521,34.89,0.88,11521,MUFUTU PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,55.5,64.3,152.6,19,4,4,3,0,0,0,1221,8,14,0,0,0,0,0,0,2,0,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.88,34.89
11522,36.02,-0.56,11522,KALUKIAT PRIMARY,PRIMARY SCHOOL,PUBLIC,COMMUNITY,MIXED,DAY ONLY,ORDINARY,0,26.5,26.5,2,1,1,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,RIFT VALLEY,NAKURU,MAU-NAROK,MOLO,SURURU,-0.56,36.02
11523,34.9,0.87,11523,SABATA PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,34.1,46.9,46.9,8,4,4,2,0,0,0,375,5,6,0,0,0,0,0,0,1,1,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.87,34.9
11524,36.16,-0.26,11524,KAMORONYO PRIMARY,PRIMARY SCHOOL,PUBLIC,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,31.2,40.4,38.1,17,8,10,2,0,0,0,686,8,14,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,BAHATI,SUBUKIA,LANET,-0.26,36.16
11525,34.89,0.88,11525,WISDOM IMPART ACADEMY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL/ORGANIZATION,MIXED,DAY ONLY,INTEGRATED,13,19.5,19.5,4,2,2,2,0,0,0,78,0,0,0,0,0,0,4,2,1,2,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.88,34.89
11526,36.01,-0.54,11526,SIGOR PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,70.4,44,44,8,4,4,2,0,0,0,352,4,1,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,MAU-NAROK,MOLO,SURURU,-0.54,36.01
11527,34.87,0.87,11527,VISION ACA,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL/ORGANIZATION,MIXED,DAY ONLY,ORDINARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.87,34.87
11528,36.17,-0.23,11528,ANESTAR PRIMARY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,21.9,29.3,14.6,12,10,14,4,0,0,0,351,0,0,0,0,0,0,10,6,4,6,RIFT VALLEY,NAKURU,BAHATI,SUBUKIA,LANET,-0.23,36.17
11529,36.02,-0.55,11529,KAPTICH PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,65.6,72.9,72.9,9,4,5,2,0,0,0,656,8,2,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,MAU-NAROK,MOLO,SURURU,-0.55,36.02
11530,35.43,0.97,11530,CHEMURGOI PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,30.7,26.9,23.9,8,4,5,2,0,0,0,215,6,1,0,0,0,0,0,0,1,0,RIFT VALLEY,MARAKWET,KAPCHEROP,MARAKWET WEST,CHEBORORWA,0.97,35.43
11531,36.18,-0.23,11531,BAVUNI PRIMARY,PRIMARY SCHOOL,PUBLIC,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,26.6,33.7,25.3,15,8,12,2,0,0,0,506,9,10,0,0,0,0,0,0,1,1,RIFT VALLEY,NAKURU,BAHATI,SUBUKIA,LANET,-0.23,36.18
11532,34.87,0.88,11532,CHEPTARIT PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,41,48.5,31.4,11,9,8,4,0,0,0,533,5,8,0,0,0,0,0,0,2,1,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.88,34.87
11533,35.58,1.03,11533,MAINA PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,31.9,31.9,34.1,15,6,8,1,0,0,0,478,7,8,0,0,0,0,0,0,1,0,RIFT VALLEY,MARAKWET,TIRAP,MARAKWET EAST,KOIBATEK,1.03,35.58
11534,36.05,-0.54,11534,KIANJOYA PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,65.9,62.3,28,18,12,28,2,0,0,0,1121,11,6,0,0,0,0,0,0,2,1,RIFT VALLEY,NAKURU,MAU-NAROK,MOLO,SURURU,-0.54,36.05
11535,36.18,-0.23,11535,MUGWATHI PRIMARY,PRIMARY SCHOOL,PUBLIC,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,34.5,38.8,28.2,16,6,16,3,0,0,0,621,12,6,0,0,0,0,0,0,1,1,RIFT VALLEY,NAKURU,BAHATI,SUBUKIA,LANET,-0.23,36.18
11536,34.86,0.87,11536,ST. EMMANUEL ACADEMY,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,13.1,17.5,17.5,6,3,3,2,0,0,0,105,0,0,0,0,0,0,4,4,4,1,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.87,34.86
11537,36.06,-0.58,11537,GWACHATI PRIMARY,PRIMARY SCHOOL,PUBLIC,COMMUNITY,MIXED,DAY ONLY,ORDINARY,60,30,24,8,2,8,2,0,0,0,240,4,0,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,MAU-NAROK,KURESOI,MAU-NAROK,-0.58,36.06
11538,35.59,1.07,11538,KOISABUL PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,14.1,12.4,16.5,8,3,3,2,0,0,0,99,5,2,0,0,0,0,0,0,1,0,RIFT VALLEY,MARAKWET,TIRAP,MARAKWET EAST,SAMBIRIR,1.07,35.59
11539,36.18,-0.23,11539,MUGWATHI SPECIAL UNIT,PRIMARY SCHOOL,PUBLIC,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,13,13,0.6,1,6,16,3,0,0,0,13,1,0,0,0,0,0,0,0,0,0,RIFT VALLEY,NAKURU,BAHATI,SUBUKIA,LANET,-0.23,36.18
11540,34.86,0.86,11540,KABUYEFWE PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,53,37.7,75.3,38,8,11,3,0,0,0,1431,10,17,0,0,0,0,0,0,3,2,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.86,34.86
11541,36.05,-0.57,11541,SERTONOK PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,30.2,18.9,37.8,8,2,2,2,0,0,0,151,5,0,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,MAU-NAROK,KURESOI,MAU-NAROK,-0.57,36.05
11542,34.85,0.85,11542,VALENTINE EDUCATION CENTRE,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL/ORGANIZATION,MIXED,DAY ONLY,INTEGRATED,5.6,8.9,31,7,1,1,1,0,0,0,62,0,0,0,0,0,0,7,4,0,1,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.85,34.85
11543,36.18,-0.26,11543,TABUGA PRIMARY,PRIMARY SCHOOL,PUBLIC,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,33.4,37.6,24.1,16,13,12,2,0,0,0,602,3,15,0,0,0,0,0,0,1,1,RIFT VALLEY,NAKURU,BAHATI,SUBUKIA,LANET,-0.26,36.18
11544,36.04,-0.55,11544,KAMUNGEI PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,61.3,53.6,47.7,8,3,6,1,0,0,0,429,5,2,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,MAU-NAROK,KURESOI,MAU-NAROK,-0.55,36.04
11545,34.8,0.86,11545,IMANI PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,39.8,43.8,39.8,10,6,5,2,0,0,0,438,10,1,0,0,0,0,0,0,2,0,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,KIMININI,0.86,34.8
11546,36.18,-0.23,11546,JOFEN ACADEMY PRIMARY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,10,10,15,6,2,2,2,0,0,0,60,0,0,0,0,0,0,1,5,1,1,RIFT VALLEY,NAKURU,BAHATI,SUBUKIA,LANET,-0.23,36.18
11547,36.03,-0.54,11547,CHESEON PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,59.2,37,37,8,4,4,1,0,0,0,296,5,0,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,MAU-NAROK,KURESOI,MAU-NAROK,-0.54,36.03
11548,34.82,0.84,11548,KIKWAMETI PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,43.6,36.9,53.3,13,4,5,3,0,0,0,480,6,5,0,0,0,0,0,0,1,1,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,SIKHENDU,0.84,34.82
11549,36.18,-0.25,11549,KIANDA PRIMARY,PRIMARY SCHOOL,PUBLIC,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,32.4,36.5,36.5,16,8,8,2,0,0,0,584,7,11,0,0,0,0,0,0,1,1,RIFT VALLEY,NAKURU,BAHATI,SUBUKIA,LANET,-0.25,36.18
11550,36.11,-0.27,11550,NAKURU TEACHERS' PRIMARY SCH,PRIMARY SCHOOL,PUBLIC,LOCAL GOVERNMENT AUTHORITY,MIXED,DAY ONLY,ORDINARY,55.4,72,90,10,4,4,3,0,0,0,720,2,11,0,0,0,0,0,0,1,2,RIFT VALLEY,NAKURU,NAKURU MUNI.,NAKURU TOWN,LANET,-0.27,36.11
11551,36.05,-0.58,11551,SEGUTIET PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,56.8,56.8,37.8,8,4,8,2,0,0,0,454,8,0,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,MAU-NAROK,KURESOI,MAU-NAROK,-0.58,36.05
11552,34.82,0.82,11552,CHALICHA PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,33.5,33.5,21.7,11,6,11,4,0,0,0,369,9,2,0,0,0,0,0,0,0,0,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,SIKHENDU,0.82,34.82
11553,36.18,-0.25,11553,WANYORORO PRIMARY,PRIMARY SCHOOL,PUBLIC,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,29.5,36.5,29.5,17,10,11,4,0,0,0,620,4,17,0,0,0,0,0,0,1,1,RIFT VALLEY,NAKURU,BAHATI,SUBUKIA,LANET,-0.25,36.18
11554,36.11,-0.27,11554,ST. ELIZABETH ACADEMY PRIMARY SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,39.1,24.1,14.9,13,10,11,5,0,0,0,313,0,0,0,0,0,0,2,6,2,2,RIFT VALLEY,NAKURU,NAKURU MUNI.,NAKURU TOWN,LANET,-0.27,36.11
11555,35.57,1.05,11555,NYIRAR PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,44.7,41.9,29.2,16,8,15,4,0,0,0,671,6,9,0,0,0,0,0,0,2,0,RIFT VALLEY,MARAKWET,TIRAP,MARAKWET WEST,KOIBATEK,1.05,35.57
11556,36.03,-0.58,11556,SURURU PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,51.4,51.4,34.3,8,4,8,2,0,0,0,411,3,5,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,MAU-NAROK,KURESOI,MAU-NAROK,-0.58,36.03
11557,34.82,0.83,11557,BRIGHT FUTURE ACA,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL/ORGANIZATION,MIXED,DAY ONLY,ORDINARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,SIKHENDU,0.83,34.82
11558,36.19,-0.26,11558,MOUNTAIN PARK PRIMARY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,22.8,59.9,34.2,8,7,7,2,0,0,0,479,0,0,0,0,0,0,6,15,3,5,RIFT VALLEY,NAKURU,BAHATI,SUBUKIA,LANET,-0.26,36.19
11559,36.11,-0.27,11559,ST. JOHN'S PRIMARY SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,63.8,76.6,63.8,10,6,6,2,0,0,0,766,1,11,0,0,0,0,0,0,1,0,RIFT VALLEY,NAKURU,NAKURU MUNI.,NAKURU TOWN,LANET,-0.27,36.11
11560,35.56,1.07,11560,KAPKUTO PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,15.8,12.6,25.2,10,3,2,2,0,0,0,126,4,4,0,0,0,0,0,0,1,0,RIFT VALLEY,MARAKWET,TIRAP,MARAKWET EAST,SAMBIRIR,1.07,35.56
11561,36.2,-0.28,11561,MWIRUTI PRIMARY,PRIMARY SCHOOL,PUBLIC,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,34.1,28.4,16.2,12,9,12,2,0,0,0,341,5,5,0,0,0,0,0,0,1,1,RIFT VALLEY,NAKURU,BAHATI,SUBUKIA,LANET,-0.28,36.2
11562,34.83,0.84,11562,ST. VERONICA WEONIA PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,58.1,36,83.9,21,3,6,2,0,0,0,755,11,2,0,0,0,0,0,0,1,1,RIFT VALLEY,TRANS NZOIA,KIMININI,SABOTI,SIKHENDU,0.84,34.83
11563,35.62,-0.31,11563,TEMOYETTA PRIMARY,PRIMARY SCHOOL,PUBLIC,COMMUNITY,MIXED,DAY ONLY,ORDINARY,73.4,57.1,32.1,9,6,10,2,0,0,0,514,4,3,0,0,0,0,0,0,2,0,RIFT VALLEY,NAKURU,KURESOI,KURESOI,TULWET,-0.31,35.62
11564,36.11,-0.28,11564,ST. FRANCIS OF ASSISI PRIMARY SCH,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,72,32,16.9,9,9,8,2,0,0,0,288,0,0,0,0,0,0,0,4,0,5,RIFT VALLEY,NAKURU,NAKURU MUNI.,NAKURU TOWN,LANET,-0.28,36.11
